session,date,equity,benchmarkEquity,dailyReturn,benchmarkReturn,close,exposureBars
1659,2013-04-30,117280.28686153432,120328.26943821502,0.002484899676771457,0.002484899676771457,1597.5699462890625,1
1660,2013-05-01,116188.6556018049,119208.26791141983,-0.009307883608932865,-0.009307883608932643,1582.699951171875,1
1661,2013-05-02,117281.75652887081,120329.77730055049,0.009407983261396247,0.009407983261396025,1597.5899658203125,1
1662,2013-05-03,118517.28076678414,121597.41142198305,0.010534666895180678,0.010534666895180678,1614.4200439453125,1
1663,2013-05-06,118743.38550195003,121829.392364581,0.0019077786269059427,0.0019077786269059427,1617.5,1
1664,2013-05-07,119364.44541102761,122466.59292126955,0.005230269513137431,0.005230269513137653,1625.9599609375,1
1665,2013-05-08,119858.50455490482,122973.49210589602,0.004139081299929348,0.004139081299929126,1632.68994140625,1
1666,2013-05-09,119416.57379454235,122520.07606276582,-0.0036871039064235722,-0.0036871039064235722,1626.6700439453125,1
1667,2013-05-10,119932.65106430843,123049.56559957663,0.004321655306021466,0.004321655306021466,1633.699951171875,1
1668,2013-05-13,119937.79489998618,123054.84311775074,4.288936859242476e-05,4.2889368592202715e-05,1633.77001953125,1
1669,2013-05-14,121154.22242391123,124302.88422310483,0.010142153479971716,0.010142153479971938,1650.3399658203125,1
1670,2013-05-15,121773.82162703852,124938.58611174044,0.0051141362697153525,0.0051141362697153525,1658.780029296875,1
1671,2013-05-16,121163.76630021227,124312.6761340028,-0.005009741163373271,-0.005009741163373271,1650.469970703125,1
1672,2013-05-17,122411.76478771344,125593.10869672174,0.010300096519028301,0.010300096519028301,1667.469970703125,1
1673,2013-05-20,122325.14402872199,125504.23676175476,-0.000707617924973758,-0.000707617924973758,1666.2900390625,1
1674,2013-05-21,122535.83517962703,125720.40353839542,0.001722386289245481,0.001722386289245481,1669.1600341796875,1
1675,2013-05-22,121522.01563625628,124680.23596683695,-0.008273657594813577,-0.008273657594813577,1655.3499755859375,1
1676,2013-05-23,121166.70563488526,124315.69185867373,-0.002923832356719225,-0.002923832356719114,1650.510009765625,1
1677,2013-05-24,121099.89850077796,124247.1484823879,-0.0005513654411685165,-0.0005513654411685165,1649.5999755859375,1
1678,2013-05-28,121867.79072271247,125034.99735838473,0.006340981548630831,0.006340981548631053,1660.06005859375,1
1679,2013-05-29,121008.868739777,124153.75296041454,-0.007047981897774669,-0.007047981897774669,1648.3599853515625,1
1680,2013-05-30,121453.01296253043,124609.43999133047,0.00367034439193481,0.00367034439193481,1654.4100341796875,1
1681,2013-05-31,119715.35537177534,122826.62263670891,-0.014307241527974024,-0.014307241527974024,1630.739990234375,1
1682,2013-06-03,120425.98433590359,123555.7200473179,0.0059359884278955555,0.0059359884278955555,1640.4200439453125,1
1683,2013-06-04,119762.33991961232,122874.82826003106,-0.005510807488524838,-0.005510807488524838,1631.3800048828125,1
1684,2013-06-05,118112.04688290315,121181.64596582676,-0.013779732742503992,-0.013779732742503992,1608.9000244140625,1
1685,2013-06-06,119114.85288263635,122210.51376415178,0.008490293972530871,0.008490293972530871,1622.56005859375,1
1686,2013-06-07,120643.28002843668,123778.6630101856,0.012831541229424204,0.012831541229424204,1643.3800048828125,1
1687,2013-06-10,120601.43931627745,123735.73490503758,-0.00034681344994402785,-0.00034681344994402785,1642.81005859375,1
1688,2013-06-11,119376.92862200167,122479.40055683845,-0.010153367167240024,-0.010153367167240135,1626.1300048828125,1
1689,2013-06-12,118377.79679060972,121454.30241435207,-0.008369555515669425,-0.008369555515669425,1612.52001953125,1
1690,2013-06-13,120127.92863095264,123249.91821025999,0.01478429137719628,0.014784291377196501,1636.3599853515625,1
1691,2013-06-14,119420.97383516564,122524.59045548967,-0.005885016114436148,-0.005885016114436148,1626.72998046875,1
1692,2013-06-17,120324.67586493334,123451.77868327883,0.007567364431436019,0.007567364431436241,1639.0400390625,1
1693,2013-06-18,121262.14439789571,124413.61096765348,0.007791157767295331,0.007791157767295331,1651.81005859375,1
1694,2013-06-19,119582.48489861516,122690.29900958753,-0.013851474486292314,-0.013851474486292314,1628.9300537109375,1
1695,2013-06-20,116591.68498468115,119621.77157407292,-0.025010350942863302,-0.02501035094286319,1588.18994140625,1
1696,2013-06-21,116902.9587342744,119941.13497786745,0.002669776576555538,0.002669776576555538,1592.4300537109375,1
1697,2013-06-24,115483.17047335442,118484.44801898496,-0.012145015629135836,-0.012145015629135836,1573.0899658203125,1
1698,2013-06-25,116579.94556876156,119609.72706395428,0.009497272121223865,0.009497272121224087,1588.030029296875,1
1699,2013-06-26,117698.00395638935,120756.84252994022,0.009590486444071455,0.009590486444071455,1603.260009765625,1
1700,2013-06-27,118427.71171173349,121505.51456806262,0.0061998311850259835,0.0061998311850259835,1613.199951171875,1
1701,2013-06-28,117919.70865093193,120984.30907981431,-0.004289562412875925,-0.004289562412875925,1606.280029296875,1
1702,2013-07-01,118556.91697793863,121638.07773362788,0.005403747467634723,0.005403747467634723,1614.9599609375,1
1703,2013-07-02,118492.31434483605,121571.79615084524,-0.0005449081736378369,-0.0005449081736377259,1614.0799560546875,1
1704,2013-07-03,118589.95760885125,121671.9770533282,0.0008240472350893313,0.0008240472350893313,1615.4100341796875,1
1705,2013-07-05,119799.78059114824,122913.24197245523,0.010201732142340214,0.010201732142340214,1631.8900146484375,1
